"TreeID","date","Year"
62,2023-04-26,2023
62,2024-04-18,2024
63,2011-04-09,2011
63,2013-05-08,2013
64,2011-04-09,2011
64,2013-05-04,2013
65,2011-04-14,2011
65,2013-04-27,2013
66,2013-05-09,2013
67,2011-04-12,2011
67,2013-05-03,2013
67,2023-04-25,2023
67,2024-04-10,2024
68,2011-04-12,2011
68,2013-05-07,2013
68,2016-04-26,2016
68,2017-04-15,2017
68,2018-05-12,2018
68,2021-04-26,2021
68,2022-04-20,2022
68,2023-04-25,2023
68,2024-04-10,2024
69,2011-04-06,2011
69,2013-05-01,2013
69,2015-04-19,2015
69,2016-04-13,2016
69,2017-04-10,2017
69,2018-04-25,2018
69,2021-04-30,2021
69,2022-04-20,2022
69,2023-04-25,2023
69,2024-04-10,2024
70,2011-04-06,2011
70,2013-04-25,2013
71,2011-04-10,2011
71,2013-04-25,2013
71,2018-04-21,2018
71,2021-04-26,2021
71,2022-04-20,2022
71,2023-04-25,2023
71,2024-04-10,2024
72,2011-04-10,2011
72,2013-04-25,2013
73,2011-04-12,2011
74,2011-04-08,2011
74,2013-04-29,2013
75,2011-04-06,2011
75,2013-04-29,2013
76,2011-04-12,2011
76,2013-05-03,2013
77,2011-04-10,2011
77,2013-05-03,2013
77,2015-04-17,2015
77,2016-04-13,2016
77,2017-04-10,2017
77,2018-04-21,2018
77,2021-05-24,2021
77,2022-04-20,2022
77,2023-04-25,2023
77,2024-04-10,2024
78,2011-04-10,2011
78,2013-05-01,2013
78,2023-04-25,2023
79,2011-04-08,2011
79,2013-04-25,2013
79,2021-04-26,2021
79,2022-04-11,2022
79,2023-04-25,2023
79,2024-04-10,2024
80,2011-04-04,2011
80,2013-05-01,2013
80,2015-04-17,2015
80,2016-04-13,2016
80,2017-04-10,2017
80,2018-04-17,2018
80,2021-04-20,2021
80,2022-04-04,2022
80,2023-04-17,2023
80,2024-04-25,2024
81,2011-04-08,2011
81,2013-04-27,2013
82,2011-04-08,2011
82,2013-04-29,2013
82,2018-04-21,2018
82,2021-04-26,2021
82,2022-04-04,2022
82,2023-04-17,2023
82,2024-04-10,2024
83,2011-04-16,2011
83,2013-05-07,2013
83,2015-04-27,2015
83,2016-05-06,2016
83,2017-04-18,2017
83,2018-04-21,2018
83,2021-05-24,2021
83,2022-04-20,2022
83,2024-04-10,2024
84,2011-04-06,2011
84,2013-04-27,2013
85,2011-04-10,2011
85,2013-05-03,2013
85,2023-04-25,2023
86,2011-04-06,2011
86,2013-04-25,2013
86,2016-04-24,2016
86,2017-04-25,2017
86,2018-04-21,2018
86,2021-04-26,2021
86,2022-04-20,2022
86,2023-04-25,2023
86,2024-04-10,2024
87,2011-04-08,2011
87,2013-05-03,2013
88,2011-04-08,2011
88,2013-05-03,2013
88,2015-04-14,2015
88,2016-04-18,2016
88,2018-05-20,2018
89,2011-04-12,2011
89,2013-05-07,2013
89,2015-04-23,2015
89,2016-04-18,2016
89,2017-04-13,2017
89,2018-04-21,2018
89,2021-05-24,2021
89,2022-04-20,2022
90,2011-04-14,2011
90,2013-05-11,2013
90,2015-04-27,2015
90,2016-04-18,2016
90,2017-04-18,2017
90,2018-04-21,2018
90,2021-05-24,2021
90,2022-04-20,2022
90,2024-04-25,2024
92,2010-05-01,2010
92,2011-04-14,2011
92,2012-05-02,2012
92,2013-05-29,2013
92,2015-04-25,2015
92,2016-04-18,2016
92,2017-04-15,2017
92,2018-04-21,2018
92,2021-05-24,2021
92,2022-04-22,2022
92,2024-04-25,2024
93,2011-04-20,2011
93,2013-05-07,2013
93,2015-04-23,2015
93,2016-04-18,2016
93,2017-04-10,2017
93,2018-04-21,2018
93,2021-05-24,2021
93,2022-04-20,2022
93,2024-04-25,2024
94,2011-04-12,2011
94,2013-05-07,2013
94,2015-05-08,2015
94,2016-05-06,2016
94,2017-04-25,2017
95,2011-04-04,2011
95,2013-04-25,2013
95,2015-04-11,2015
95,2016-04-13,2016
95,2017-04-10,2017
95,2018-04-21,2018
95,2021-04-14,2021
95,2022-04-07,2022
95,2023-04-17,2023
95,2024-04-10,2024
96,2011-04-10,2011
96,2013-04-29,2013
96,2015-04-17,2015
96,2016-04-18,2016
96,2017-04-10,2017
96,2018-04-21,2018
96,2021-04-30,2021
96,2022-04-20,2022
96,2023-04-25,2023
96,2024-04-25,2024
97,2011-04-12,2011
97,2013-05-01,2013
97,2015-04-19,2015
97,2016-04-18,2016
97,2017-04-10,2017
97,2018-04-21,2018
97,2022-04-20,2022
97,2023-04-25,2023
97,2024-04-25,2024
98,2011-04-06,2011
98,2013-04-25,2013
98,2015-04-17,2015
98,2016-04-13,2016
98,2017-04-10,2017
98,2018-04-21,2018
98,2021-04-20,2021
98,2022-04-11,2022
98,2023-04-25,2023
98,2024-04-10,2024
99,2011-04-08,2011
99,2013-04-25,2013
99,2018-04-21,2018
99,2021-04-26,2021
99,2022-04-11,2022
99,2023-04-25,2023
99,2024-04-25,2024
100,2011-04-10,2011
100,2013-04-27,2013
100,2018-04-21,2018
100,2022-04-20,2022
100,2023-04-26,2023
100,2024-04-10,2024
101,2011-04-16,2011
101,2013-05-07,2013
102,2011-04-08,2011
102,2013-04-29,2013
102,2018-04-12,2018
102,2022-04-11,2022
102,2024-04-25,2024
103,2011-04-10,2011
103,2013-05-03,2013
103,2023-04-25,2023
103,2024-04-25,2024
104,2010-04-27,2010
104,2011-04-10,2011
105,2011-04-06,2011
105,2013-04-29,2013
106,2011-04-20,2011
107,2011-04-10,2011
107,2013-05-01,2013
107,2023-04-26,2023
107,2024-04-25,2024
108,2011-04-06,2011
108,2013-04-25,2013
108,2018-04-21,2018
108,2022-04-11,2022
108,2024-04-10,2024
109,2011-04-12,2011
109,2013-05-07,2013
109,2018-04-25,2018
109,2021-05-24,2021
109,2022-04-11,2022
110,2011-04-12,2011
110,2013-05-01,2013
111,2011-04-12,2011
111,2013-05-05,2013
113,2011-04-10,2011
113,2013-05-01,2013
114,2011-04-10,2011
114,2013-04-27,2013
115,2011-04-12,2011
115,2013-05-03,2013
116,2010-04-15,2010
116,2011-04-04,2011
116,2012-03-30,2012
116,2013-04-25,2013
116,2015-04-14,2015
116,2016-04-13,2016
116,2017-04-10,2017
116,2018-04-12,2018
116,2021-04-26,2021
116,2022-04-11,2022
116,2023-04-17,2023
116,2024-04-10,2024
117,2011-04-10,2011
118,2011-04-18,2011
119,2011-04-12,2011
119,2012-04-18,2012
119,2013-05-01,2013
119,2015-04-17,2015
119,2016-04-18,2016
119,2017-04-10,2017
119,2018-04-21,2018
119,2021-04-30,2021
119,2022-04-20,2022
119,2023-04-26,2023
119,2024-04-25,2024
120,2011-04-12,2011
120,2013-05-03,2013
121,2011-04-10,2011
121,2013-04-27,2013
122,2011-04-08,2011
122,2013-04-27,2013
123,2011-04-06,2011
123,2013-04-25,2013
123,2023-04-17,2023
123,2024-04-25,2024
124,2011-04-20,2011
124,2013-05-07,2013
125,2011-04-10,2011
125,2013-04-27,2013
125,2018-04-21,2018
125,2022-04-11,2022
125,2024-04-25,2024
126,2011-04-10,2011
126,2013-04-27,2013
126,2018-04-21,2018
126,2022-04-11,2022
126,2024-04-10,2024
127,2011-04-10,2011
127,2012-04-12,2012
127,2013-05-01,2013
127,2015-04-17,2015
127,2016-04-18,2016
127,2017-04-11,2017
127,2018-04-25,2018
127,2021-04-30,2021
127,2022-04-11,2022
127,2024-04-10,2024
128,2010-04-19,2010
128,2011-04-06,2011
128,2012-03-28,2012
128,2013-04-27,2013
128,2015-04-14,2015
128,2016-04-13,2016
128,2017-04-10,2017
128,2018-04-21,2018
128,2021-04-26,2021
128,2022-04-11,2022
128,2023-04-17,2023
128,2024-04-10,2024
129,2011-04-08,2011
129,2013-04-27,2013
130,2011-04-08,2011
130,2012-05-22,2012
130,2013-04-29,2013
130,2015-04-14,2015
130,2016-04-18,2016
130,2017-04-10,2017
130,2018-04-21,2018
130,2021-04-26,2021
130,2022-04-11,2022
130,2023-04-26,2023
130,2024-04-10,2024
131,2011-04-10,2011
131,2013-05-03,2013
131,2016-04-24,2016
131,2017-04-13,2017
131,2018-04-17,2018
131,2021-04-30,2021
131,2022-04-11,2022
131,2023-04-26,2023
131,2024-04-10,2024
132,2011-04-08,2011
132,2013-04-25,2013
133,2011-04-06,2011
133,2013-04-27,2013
133,2018-04-21,2018
133,2021-04-26,2021
133,2022-04-11,2022
133,2023-04-17,2023
133,2024-04-10,2024
134,2011-04-04,2011
134,2013-04-25,2013
134,2022-04-20,2022
135,2011-04-08,2011
135,2013-04-27,2013
135,2023-04-17,2023
135,2024-04-25,2024
136,2011-04-11,2011
136,2013-05-02,2013
136,2023-04-18,2023
136,2024-04-10,2024
137,2010-04-25,2010
137,2011-04-15,2011
137,2012-04-08,2012
137,2013-05-06,2013
137,2015-04-18,2015
137,2016-04-23,2016
137,2017-04-11,2017
137,2018-04-21,2018
137,2021-05-17,2021
137,2022-04-20,2022
138,2010-04-23,2010
138,2011-04-11,2011
138,2012-04-08,2012
138,2013-05-04,2013
138,2015-04-18,2015
138,2016-04-16,2016
138,2017-04-13,2017
138,2018-04-21,2018
138,2021-05-17,2021
138,2022-04-20,2022
138,2023-04-18,2023
139,2010-05-01,2010
139,2011-04-17,2011
139,2012-05-12,2012
139,2013-05-08,2013
139,2015-04-26,2015
139,2016-04-20,2016
139,2017-04-10,2017
139,2018-04-24,2018
139,2021-05-17,2021
139,2022-04-07,2022
140,2010-04-23,2010
140,2011-04-11,2011
140,2012-04-02,2012
140,2013-04-30,2013
140,2015-04-18,2015
140,2016-04-20,2016
140,2017-04-11,2017
140,2018-04-21,2018
140,2021-05-26,2021
140,2022-04-22,2022
140,2023-04-18,2023
140,2024-04-30,2024
141,2011-04-08,2011
141,2013-05-05,2013
142,2011-04-16,2011
142,2013-05-05,2013
143,2010-04-21,2010
143,2011-04-08,2011
143,2012-03-30,2012
143,2013-04-29,2013
143,2015-04-11,2015
143,2016-04-13,2016
143,2017-04-08,2017
143,2018-04-21,2018
143,2021-04-28,2021
143,2022-04-12,2022
143,2023-04-26,2023
143,2024-04-09,2024
144,2011-04-14,2011
144,2013-05-03,2013
145,2011-04-10,2011
145,2013-05-03,2013
146,2011-04-10,2011
146,2013-05-01,2013
146,2018-04-21,2018
146,2021-05-06,2021
146,2022-04-12,2022
146,2023-04-26,2023
147,2010-04-27,2010
147,2011-04-10,2011
147,2012-04-12,2012
147,2013-05-05,2013
147,2015-04-23,2015
147,2016-04-18,2016
147,2017-04-10,2017
147,2018-04-28,2018
147,2021-05-06,2021
147,2022-04-19,2022
147,2024-04-09,2024
148,2011-04-12,2011
148,2013-05-03,2013
149,2011-04-14,2011
149,2013-05-01,2013
150,2011-04-10,2011
150,2013-05-01,2013
151,2011-04-10,2011
151,2013-05-05,2013
151,2018-04-21,2018
151,2022-04-08,2022
151,2024-04-09,2024
152,2011-04-12,2011
152,2013-05-07,2013
152,2018-04-24,2018
152,2022-04-08,2022
152,2024-04-09,2024
153,2011-04-16,2011
153,2013-05-05,2013
154,2011-04-10,2011
154,2013-05-05,2013
154,2018-04-21,2018
154,2021-04-22,2021
154,2022-04-12,2022
154,2023-04-26,2023
154,2024-04-09,2024
155,2011-04-12,2011
155,2013-05-05,2013
157,2011-04-18,2011
157,2013-05-09,2013
158,2011-04-16,2011
159,2011-04-12,2011
159,2013-05-05,2013
159,2023-04-26,2023
160,2011-04-16,2011
160,2013-05-07,2013
161,2011-04-08,2011
161,2013-05-01,2013
162,2011-04-10,2011
162,2013-05-05,2013
163,2011-04-12,2011
163,2013-05-03,2013
164,2011-04-08,2011
164,2013-05-03,2013
165,2011-04-18,2011
165,2013-05-05,2013
166,2011-04-06,2011
166,2013-05-03,2013
166,2021-05-06,2021
166,2022-04-22,2022
166,2023-04-26,2023
166,2024-04-09,2024
167,2011-04-12,2011
167,2013-05-05,2013
168,2011-04-16,2011
168,2013-05-07,2013
169,2011-04-10,2011
169,2013-05-01,2013
170,2011-04-16,2011
170,2013-05-07,2013
170,2018-04-24,2018
170,2021-05-06,2021
170,2022-04-22,2022
171,2011-04-08,2011
171,2013-05-03,2013
172,2011-04-10,2011
172,2013-05-05,2013
174,2011-04-10,2011
174,2013-04-29,2013
175,2011-04-14,2011
176,2011-04-18,2011
176,2013-05-07,2013
176,2022-04-26,2022
177,2011-04-10,2011
177,2013-04-29,2013
178,2011-04-22,2011
179,2011-04-12,2011
179,2013-05-07,2013
179,2018-04-21,2018
179,2022-04-19,2022
181,2011-04-12,2011
181,2013-05-05,2013
182,2011-04-10,2011
182,2013-05-05,2013
182,2015-04-17,2015
182,2016-04-13,2016
182,2018-04-17,2018
184,2010-04-17,2010
184,2011-04-08,2011
184,2012-03-30,2012
184,2013-04-25,2013
184,2015-04-17,2015
184,2016-04-13,2016
184,2017-04-08,2017
184,2021-04-22,2021
184,2022-04-08,2022
184,2023-04-26,2023
185,2010-04-21,2010
185,2011-04-10,2011
185,2012-04-06,2012
185,2013-05-05,2013
185,2015-04-17,2015
185,2016-04-13,2016
185,2017-04-08,2017
185,2021-04-22,2021
185,2022-04-05,2022
185,2023-04-26,2023
186,2012-03-29,2012
186,2018-04-21,2018
186,2021-04-29,2021
186,2022-04-12,2022
186,2023-04-19,2023
186,2024-04-29,2024
187,2010-04-22,2010
187,2012-04-01,2012
188,2010-04-16,2010
188,2012-03-29,2012
188,2013-04-24,2013
188,2015-04-11,2015
188,2016-04-15,2016
188,2017-04-08,2017
188,2018-04-21,2018
188,2021-04-13,2021
188,2022-04-05,2022
188,2023-04-19,2023
188,2024-04-29,2024
189,2010-04-26,2010
189,2012-04-13,2012
190,2012-04-05,2012
190,2013-04-30,2013
190,2015-04-17,2015
190,2016-04-15,2016
190,2017-04-08,2017
190,2018-04-21,2018
190,2021-04-29,2021
190,2022-04-12,2022
190,2023-04-28,2023
191,2012-03-29,2012
192,2012-04-05,2012
193,2010-04-30,2010
193,2012-04-19,2012
193,2013-05-04,2013
193,2015-04-23,2015
193,2016-04-19,2016
193,2017-04-14,2017
193,2018-04-21,2018
193,2021-05-06,2021
193,2022-04-22,2022
193,2023-04-28,2023
194,2010-04-28,2010
194,2012-04-17,2012
194,2013-05-06,2013
194,2015-04-21,2015
194,2016-04-15,2016
194,2017-04-14,2017
194,2018-04-21,2018
194,2021-04-29,2021
194,2022-04-19,2022
194,2023-04-28,2023
195,2010-04-22,2010
195,2012-04-05,2012
196,2010-04-16,2010
196,2012-03-27,2012
197,2012-03-27,2012
197,2013-04-26,2013
197,2015-04-09,2015
197,2016-04-16,2016
197,2017-04-08,2017
197,2018-04-09,2018
197,2021-04-13,2021
197,2022-04-05,2022
197,2023-04-19,2023
197,2024-04-16,2024
198,2010-04-24,2010
198,2012-04-17,2012
198,2022-05-02,2022
199,2010-05-18,2010
199,2012-04-27,2012
199,2018-04-27,2018
199,2021-04-29,2021
199,2023-04-28,2023
199,2024-05-02,2024
200,2010-04-18,2010
200,2012-04-23,2012
201,2010-04-24,2010
201,2012-04-03,2012
201,2023-04-28,2023
202,2010-05-04,2010
202,2012-04-21,2012
202,2013-04-26,2013
202,2015-04-23,2015
202,2016-04-22,2016
202,2017-04-14,2017
202,2018-04-21,2018
202,2021-05-06,2021
202,2022-04-19,2022
203,2010-04-22,2010
203,2012-04-03,2012
203,2024-04-08,2024
204,2010-04-24,2010
204,2012-04-07,2012
205,2010-04-28,2010
205,2012-04-25,2012
206,2010-05-02,2010
206,2012-05-07,2012
206,2024-04-16,2024
207,2010-05-18,2010
207,2012-05-05,2012
207,2023-04-28,2023
207,2024-04-16,2024
208,2016-05-26,2016
209,2010-04-24,2010
209,2012-04-03,2012
209,2013-04-24,2013
209,2015-04-14,2015
209,2016-04-16,2016
209,2017-04-08,2017
209,2018-04-17,2018
209,2021-04-19,2021
209,2022-04-05,2022
209,2023-04-19,2023
209,2024-04-16,2024
210,2010-04-28,2010
210,2012-04-07,2012
211,2012-04-01,2012
212,2010-04-22,2010
212,2012-04-15,2012
213,2010-04-18,2010
213,2012-04-21,2012
214,2010-04-16,2010
214,2012-04-09,2012
215,2010-04-18,2010
215,2012-04-11,2012
216,2010-04-22,2010
216,2012-04-01,2012
217,2010-04-24,2010
217,2012-04-01,2012
218,2010-04-22,2010
218,2012-04-15,2012
219,2010-04-22,2010
219,2012-04-01,2012
220,2010-04-22,2010
220,2012-04-11,2012
221,2010-04-26,2010
221,2012-04-19,2012
222,2010-04-26,2010
222,2012-04-23,2012
223,2010-04-16,2010
223,2012-04-05,2012
223,2013-04-28,2013
224,2010-04-22,2010
224,2012-04-05,2012
225,2010-04-28,2010
225,2012-05-01,2012
226,2010-04-28,2010
226,2012-04-23,2012
227,2010-04-24,2010
227,2012-04-03,2012
228,2010-04-30,2010
228,2012-05-01,2012
229,2011-04-11,2011
229,2013-05-02,2013
230,2010-04-18,2010
230,2012-04-08,2012
230,2015-04-15,2015
230,2016-04-17,2016
230,2017-04-14,2017
230,2018-04-22,2018
230,2021-05-06,2021
230,2022-04-19,2022
230,2023-04-28,2023
230,2024-04-15,2024
231,2010-04-24,2010
231,2012-04-18,2012
232,2010-04-28,2010
232,2012-04-20,2012
232,2018-04-22,2018
232,2022-04-08,2022
232,2024-04-15,2024
233,2010-04-28,2010
233,2012-05-02,2012
234,2010-04-26,2010
234,2012-04-10,2012
234,2023-04-28,2023
234,2024-04-15,2024
235,2010-04-30,2010
235,2012-04-26,2012
236,2010-04-26,2010
236,2012-04-16,2012
236,2023-04-28,2023
236,2024-04-15,2024
237,2010-04-28,2010
237,2012-04-16,2012
237,2013-04-29,2013
237,2015-04-26,2015
237,2016-04-17,2016
237,2017-04-14,2017
237,2018-04-22,2018
237,2022-04-08,2022
237,2024-04-15,2024
238,2010-04-26,2010
238,2012-04-22,2012
240,2010-04-24,2010
240,2012-04-16,2012
241,2010-04-28,2010
