"TreeID","date","Year","Record","Air_Temp","Grass_Temp_Smp","Soil_Temp_2in","Soil_Temp_4in","Air_Temp_Max","Air_Temp_Min","Grass_Temp","Grass_Temp_Min","Rain_mm_Tot","Month","April_Days"
6,2012-04-02,2012,856.5,8.1,12.3,8.1,8.1,11.7,2.4,23.8,1.8,4,4,1
6,2013-04-30,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,29
6,2015-04-15,2015,2079.5,9.9,13.9,10.5,9.2,15.2,2.6,26.6,2.1,0.7,4,14
6,2016-04-14,2016,2445.5,8.7,14.3,9.5,7.9,12.4,2.5,22.5,2,1.4,4,13
6,2017-04-10,2017,2810.5,10,13.9,10.2,9.4,14.4,2.2,25.3,0,0.1,4,9
6,2018-04-20,2018,3175.5,11.3,12.9,9.8,9.4,15.1,6.7,19,6.6,2.9,4,19
6,2021-04-27,2021,4271.5,6.7,6.7,6.7,7,13.3,0.1,14.4,4.5,0.4,4,26
6,2022-04-28,2022,4636.5,8.9,8.1,8.1,8.3,15.4,3.2,12.3,6.6,0.7,4,27
6,2023-04-18,2023,5000.5,8.8,11.4,8.7,8.6,13.3,2.9,18.2,6.4,2.9,4,17
6,2024-04-10,2024,5364.5,9.7,11.2,9.8,9.8,13.8,5.6,17.4,7.4,1.8,4,9
7,2007-04-04,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
7,2008-04-05,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
7,2009-04-02,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7,2010-04-13,2010,125.5,9.7,16.4,10,8.9,14.1,1.7,26.2,2.4,0.7,4,12
7,2011-04-07,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,6
7,2012-04-02,2012,856.5,8.1,12.3,8.1,8.1,11.7,2.4,23.8,1.8,4,4,1
7,2013-04-30,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,29
7,2015-04-19,2015,2079.5,9.9,13.9,10.5,9.2,15.2,2.6,26.6,2.1,0.7,4,18
7,2016-04-22,2016,2445.5,8.7,14.3,9.5,7.9,12.4,2.5,22.5,2,1.4,4,21
7,2017-04-10,2017,2810.5,10,13.9,10.2,9.4,14.4,2.2,25.3,0,0.1,4,9
7,2018-04-20,2018,3175.5,11.3,12.9,9.8,9.4,15.1,6.7,19,6.6,2.9,4,19
7,2021-04-27,2021,4271.5,6.7,6.7,6.7,7,13.3,0.1,14.4,4.5,0.4,4,26
8,2007-04-12,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
8,2008-04-27,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
8,2010-04-22,2010,125.5,9.7,16.4,10,8.9,14.1,1.7,26.2,2.4,0.7,4,21
8,2012-04-11,2012,856.5,8.1,12.3,8.1,8.1,11.7,2.4,23.8,1.8,4,4,10
8,2015-04-21,2015,2079.5,9.9,13.9,10.5,9.2,15.2,2.6,26.6,2.1,0.7,4,20
8,2016-04-22,2016,2445.5,8.7,14.3,9.5,7.9,12.4,2.5,22.5,2,1.4,4,21
8,2017-04-14,2017,2810.5,10,13.9,10.2,9.4,14.4,2.2,25.3,0,0.1,4,13
9,2007-04-06,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
9,2008-04-03,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
9,2010-04-14,2010,125.5,9.7,16.4,10,8.9,14.1,1.7,26.2,2.4,0.7,4,13
9,2012-04-01,2012,856.5,8.1,12.3,8.1,8.1,11.7,2.4,23.8,1.8,4,4,0
9,2015-04-25,2015,2079.5,9.9,13.9,10.5,9.2,15.2,2.6,26.6,2.1,0.7,4,24
9,2016-04-22,2016,2445.5,8.7,14.3,9.5,7.9,12.4,2.5,22.5,2,1.4,4,21
9,2017-04-14,2017,2810.5,10,13.9,10.2,9.4,14.4,2.2,25.3,0,0.1,4,13
10,2007-04-10,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
10,2008-04-25,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
10,2009-04-12,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
10,2010-04-26,2010,125.5,9.7,16.4,10,8.9,14.1,1.7,26.2,2.4,0.7,4,25
10,2012-04-07,2012,856.5,8.1,12.3,8.1,8.1,11.7,2.4,23.8,1.8,4,4,6
10,2013-04-28,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,27
10,2015-04-19,2015,2079.5,9.9,13.9,10.5,9.2,15.2,2.6,26.6,2.1,0.7,4,18
10,2016-04-27,2016,2445.5,8.7,14.3,9.5,7.9,12.4,2.5,22.5,2,1.4,4,26
10,2017-04-10,2017,2810.5,10,13.9,10.2,9.4,14.4,2.2,25.3,0,0.1,4,9
10,2018-04-17,2018,3175.5,11.3,12.9,9.8,9.4,15.1,6.7,19,6.6,2.9,4,16
10,2022-04-19,2022,4636.5,8.9,8.1,8.1,8.3,15.4,3.2,12.3,6.6,0.7,4,18
10,2024-04-16,2024,5364.5,9.7,11.2,9.8,9.8,13.8,5.6,17.4,7.4,1.8,4,15
11,2007-04-08,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
11,2008-04-25,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
11,2010-04-24,2010,125.5,9.7,16.4,10,8.9,14.1,1.7,26.2,2.4,0.7,4,23
11,2012-04-01,2012,856.5,8.1,12.3,8.1,8.1,11.7,2.4,23.8,1.8,4,4,0
11,2015-04-17,2015,2079.5,9.9,13.9,10.5,9.2,15.2,2.6,26.6,2.1,0.7,4,16
11,2016-04-19,2016,2445.5,8.7,14.3,9.5,7.9,12.4,2.5,22.5,2,1.4,4,18
11,2017-04-08,2017,2810.5,10,13.9,10.2,9.4,14.4,2.2,25.3,0,0.1,4,7
11,2018-04-21,2018,3175.5,11.3,12.9,9.8,9.4,15.1,6.7,19,6.6,2.9,4,20
11,2021-05-06,2021,4271.5,6.7,6.7,6.7,7,13.3,0.1,14.4,4.5,0.4,4,35
11,2022-04-19,2022,4636.5,8.9,8.1,8.1,8.3,15.4,3.2,12.3,6.6,0.7,4,18
12,2007-04-08,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
12,2008-04-17,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
12,2009-04-04,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
12,2010-04-22,2010,125.5,9.7,16.4,10,8.9,14.1,1.7,26.2,2.4,0.7,4,21
12,2012-03-29,2012,856.5,8.1,12.3,8.1,8.1,11.7,2.4,23.8,1.8,4,4,-3
12,2013-04-26,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,25
12,2015-04-14,2015,2079.5,9.9,13.9,10.5,9.2,15.2,2.6,26.6,2.1,0.7,4,13
12,2016-04-16,2016,2445.5,8.7,14.3,9.5,7.9,12.4,2.5,22.5,2,1.4,4,15
12,2017-04-08,2017,2810.5,10,13.9,10.2,9.4,14.4,2.2,25.3,0,0.1,4,7
12,2018-04-17,2018,3175.5,11.3,12.9,9.8,9.4,15.1,6.7,19,6.6,2.9,4,16
12,2021-04-19,2021,4271.5,6.7,6.7,6.7,7,13.3,0.1,14.4,4.5,0.4,4,18
12,2022-04-05,2022,4636.5,8.9,8.1,8.1,8.3,15.4,3.2,12.3,6.6,0.7,4,4
12,2023-04-19,2023,5000.5,8.8,11.4,8.7,8.6,13.3,2.9,18.2,6.4,2.9,4,18
12,2024-04-16,2024,5364.5,9.7,11.2,9.8,9.8,13.8,5.6,17.4,7.4,1.8,4,15
13,2007-04-12,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
13,2010-04-22,2010,125.5,9.7,16.4,10,8.9,14.1,1.7,26.2,2.4,0.7,4,21
13,2012-04-15,2012,856.5,8.1,12.3,8.1,8.1,11.7,2.4,23.8,1.8,4,4,14
14,2007-04-06,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
14,2008-04-20,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
14,2009-04-14,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
14,2010-04-24,2010,125.5,9.7,16.4,10,8.9,14.1,1.7,26.2,2.4,0.7,4,23
14,2012-03-29,2012,856.5,8.1,12.3,8.1,8.1,11.7,2.4,23.8,1.8,4,4,-3
14,2013-04-28,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,27
14,2015-04-17,2015,2079.5,9.9,13.9,10.5,9.2,15.2,2.6,26.6,2.1,0.7,4,16
14,2016-04-16,2016,2445.5,8.7,14.3,9.5,7.9,12.4,2.5,22.5,2,1.4,4,15
14,2017-04-08,2017,2810.5,10,13.9,10.2,9.4,14.4,2.2,25.3,0,0.1,4,7
14,2018-04-17,2018,3175.5,11.3,12.9,9.8,9.4,15.1,6.7,19,6.6,2.9,4,16
14,2021-04-29,2021,4271.5,6.7,6.7,6.7,7,13.3,0.1,14.4,4.5,0.4,4,28
14,2022-04-12,2022,4636.5,8.9,8.1,8.1,8.3,15.4,3.2,12.3,6.6,0.7,4,11
14,2023-04-19,2023,5000.5,8.8,11.4,8.7,8.6,13.3,2.9,18.2,6.4,2.9,4,18
14,2024-04-16,2024,5364.5,9.7,11.2,9.8,9.8,13.8,5.6,17.4,7.4,1.8,4,15
15,2007-04-10,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
15,2009-04-12,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
15,2012-04-13,2012,856.5,8.1,12.3,8.1,8.1,11.7,2.4,23.8,1.8,4,4,12
15,2013-04-28,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,27
15,2015-04-17,2015,2079.5,9.9,13.9,10.5,9.2,15.2,2.6,26.6,2.1,0.7,4,16
15,2016-04-16,2016,2445.5,8.7,14.3,9.5,7.9,12.4,2.5,22.5,2,1.4,4,15
15,2017-04-08,2017,2810.5,10,13.9,10.2,9.4,14.4,2.2,25.3,0,0.1,4,7
15,2018-04-17,2018,3175.5,11.3,12.9,9.8,9.4,15.1,6.7,19,6.6,2.9,4,16
15,2022-04-08,2022,4636.5,8.9,8.1,8.1,8.3,15.4,3.2,12.3,6.6,0.7,4,7
15,2023-04-19,2023,5000.5,8.8,11.4,8.7,8.6,13.3,2.9,18.2,6.4,2.9,4,18
15,2024-04-16,2024,5364.5,9.7,11.2,9.8,9.8,13.8,5.6,17.4,7.4,1.8,4,15
16,2007-04-06,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
16,2008-04-14,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
16,2009-04-02,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
16,2012-04-03,2012,856.5,8.1,12.3,8.1,8.1,11.7,2.4,23.8,1.8,4,4,2
16,2013-04-24,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,23
16,2015-04-16,2015,2079.5,9.9,13.9,10.5,9.2,15.2,2.6,26.6,2.1,0.7,4,15
16,2016-04-16,2016,2445.5,8.7,14.3,9.5,7.9,12.4,2.5,22.5,2,1.4,4,15
16,2017-04-08,2017,2810.5,10,13.9,10.2,9.4,14.4,2.2,25.3,0,0.1,4,7
16,2018-04-21,2018,3175.5,11.3,12.9,9.8,9.4,15.1,6.7,19,6.6,2.9,4,20
16,2021-04-29,2021,4271.5,6.7,6.7,6.7,7,13.3,0.1,14.4,4.5,0.4,4,28
16,2022-04-07,2022,4636.5,8.9,8.1,8.1,8.3,15.4,3.2,12.3,6.6,0.7,4,6
16,2023-04-19,2023,5000.5,8.8,11.4,8.7,8.6,13.3,2.9,18.2,6.4,2.9,4,18
16,2024-04-17,2024,5364.5,9.7,11.2,9.8,9.8,13.8,5.6,17.4,7.4,1.8,4,16
17,2007-04-10,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
17,2008-04-26,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
17,2009-04-08,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
17,2012-04-13,2012,856.5,8.1,12.3,8.1,8.1,11.7,2.4,23.8,1.8,4,4,12
17,2013-05-02,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,31
17,2015-04-21,2015,2079.5,9.9,13.9,10.5,9.2,15.2,2.6,26.6,2.1,0.7,4,20
17,2016-04-19,2016,2445.5,8.7,14.3,9.5,7.9,12.4,2.5,22.5,2,1.4,4,18
17,2017-04-10,2017,2810.5,10,13.9,10.2,9.4,14.4,2.2,25.3,0,0.1,4,9
17,2018-04-17,2018,3175.5,11.3,12.9,9.8,9.4,15.1,6.7,19,6.6,2.9,4,16
17,2021-05-06,2021,4271.5,6.7,6.7,6.7,7,13.3,0.1,14.4,4.5,0.4,4,35
17,2022-04-12,2022,4636.5,8.9,8.1,8.1,8.3,15.4,3.2,12.3,6.6,0.7,4,11
17,2023-04-19,2023,5000.5,8.8,11.4,8.7,8.6,13.3,2.9,18.2,6.4,2.9,4,18
17,2024-04-17,2024,5364.5,9.7,11.2,9.8,9.8,13.8,5.6,17.4,7.4,1.8,4,16
18,2007-04-14,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
19,2007-04-16,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
19,2010-04-30,2010,125.5,9.7,16.4,10,8.9,14.1,1.7,26.2,2.4,0.7,4,29
19,2012-04-25,2012,856.5,8.1,12.3,8.1,8.1,11.7,2.4,23.8,1.8,4,4,24
19,2015-04-23,2015,2079.5,9.9,13.9,10.5,9.2,15.2,2.6,26.6,2.1,0.7,4,22
19,2016-05-05,2016,2445.5,8.7,14.3,9.5,7.9,12.4,2.5,22.5,2,1.4,4,34
19,2017-04-23,2017,2810.5,10,13.9,10.2,9.4,14.4,2.2,25.3,0,0.1,4,22
19,2018-04-21,2018,3175.5,11.3,12.9,9.8,9.4,15.1,6.7,19,6.6,2.9,4,20
19,2022-05-24,2022,4636.5,8.9,8.1,8.1,8.3,15.4,3.2,12.3,6.6,0.7,4,53
19,2024-04-17,2024,5364.5,9.7,11.2,9.8,9.8,13.8,5.6,17.4,7.4,1.8,4,16
20,2007-04-16,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
20,2010-05-02,2010,125.5,9.7,16.4,10,8.9,14.1,1.7,26.2,2.4,0.7,4,31
20,2012-05-03,2012,856.5,8.1,12.3,8.1,8.1,11.7,2.4,23.8,1.8,4,4,32
20,2015-05-14,2015,2079.5,9.9,13.9,10.5,9.2,15.2,2.6,26.6,2.1,0.7,4,43
20,2016-05-09,2016,2445.5,8.7,14.3,9.5,7.9,12.4,2.5,22.5,2,1.4,4,38
20,2017-04-27,2017,2810.5,10,13.9,10.2,9.4,14.4,2.2,25.3,0,0.1,4,26
21,2007-04-16,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
21,2008-04-26,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
21,2009-04-16,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
21,2012-04-13,2012,856.5,8.1,12.3,8.1,8.1,11.7,2.4,23.8,1.8,4,4,12
21,2013-05-06,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,35
21,2015-04-23,2015,2079.5,9.9,13.9,10.5,9.2,15.2,2.6,26.6,2.1,0.7,4,22
21,2016-05-05,2016,2445.5,8.7,14.3,9.5,7.9,12.4,2.5,22.5,2,1.4,4,34
21,2017-04-14,2017,2810.5,10,13.9,10.2,9.4,14.4,2.2,25.3,0,0.1,4,13
21,2018-04-24,2018,3175.5,11.3,12.9,9.8,9.4,15.1,6.7,19,6.6,2.9,4,23
22,2007-04-10,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
22,2008-04-22,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
22,2009-04-16,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
22,2012-04-19,2012,856.5,8.1,12.3,8.1,8.1,11.7,2.4,23.8,1.8,4,4,18
22,2013-05-02,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,31
22,2015-04-16,2015,2079.5,9.9,13.9,10.5,9.2,15.2,2.6,26.6,2.1,0.7,4,15
22,2016-04-19,2016,2445.5,8.7,14.3,9.5,7.9,12.4,2.5,22.5,2,1.4,4,18
22,2017-04-14,2017,2810.5,10,13.9,10.2,9.4,14.4,2.2,25.3,0,0.1,4,13
22,2018-04-21,2018,3175.5,11.3,12.9,9.8,9.4,15.1,6.7,19,6.6,2.9,4,20
22,2022-04-19,2022,4636.5,8.9,8.1,8.1,8.3,15.4,3.2,12.3,6.6,0.7,4,18
22,2023-04-19,2023,5000.5,8.8,11.4,8.7,8.6,13.3,2.9,18.2,6.4,2.9,4,18
22,2024-04-29,2024,5364.5,9.7,11.2,9.8,9.8,13.8,5.6,17.4,7.4,1.8,4,28
23,2007-04-10,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
23,2010-04-18,2010,125.5,9.7,16.4,10,8.9,14.1,1.7,26.2,2.4,0.7,4,17
23,2012-04-03,2012,856.5,8.1,12.3,8.1,8.1,11.7,2.4,23.8,1.8,4,4,2
23,2015-04-16,2015,2079.5,9.9,13.9,10.5,9.2,15.2,2.6,26.6,2.1,0.7,4,15
23,2016-04-16,2016,2445.5,8.7,14.3,9.5,7.9,12.4,2.5,22.5,2,1.4,4,15
23,2017-04-08,2017,2810.5,10,13.9,10.2,9.4,14.4,2.2,25.3,0,0.1,4,7
23,2018-04-17,2018,3175.5,11.3,12.9,9.8,9.4,15.1,6.7,19,6.6,2.9,4,16
23,2021-04-29,2021,4271.5,6.7,6.7,6.7,7,13.3,0.1,14.4,4.5,0.4,4,28
23,2022-04-07,2022,4636.5,8.9,8.1,8.1,8.3,15.4,3.2,12.3,6.6,0.7,4,6
23,2023-04-19,2023,5000.5,8.8,11.4,8.7,8.6,13.3,2.9,18.2,6.4,2.9,4,18
23,2024-04-17,2024,5364.5,9.7,11.2,9.8,9.8,13.8,5.6,17.4,7.4,1.8,4,16
24,2007-04-12,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
24,2010-04-26,2010,125.5,9.7,16.4,10,8.9,14.1,1.7,26.2,2.4,0.7,4,25
24,2012-04-13,2012,856.5,8.1,12.3,8.1,8.1,11.7,2.4,23.8,1.8,4,4,12
24,2015-04-16,2015,2079.5,9.9,13.9,10.5,9.2,15.2,2.6,26.6,2.1,0.7,4,15
24,2016-04-16,2016,2445.5,8.7,14.3,9.5,7.9,12.4,2.5,22.5,2,1.4,4,15
24,2017-04-14,2017,2810.5,10,13.9,10.2,9.4,14.4,2.2,25.3,0,0.1,4,13
24,2018-04-21,2018,3175.5,11.3,12.9,9.8,9.4,15.1,6.7,19,6.6,2.9,4,20
24,2021-04-29,2021,4271.5,6.7,6.7,6.7,7,13.3,0.1,14.4,4.5,0.4,4,28
24,2022-04-19,2022,4636.5,8.9,8.1,8.1,8.3,15.4,3.2,12.3,6.6,0.7,4,18
24,2023-04-27,2023,5000.5,8.8,11.4,8.7,8.6,13.3,2.9,18.2,6.4,2.9,4,26
